Dataset	Operation	OriginalTextFrench	Details	EntityType	POSTag	SemanticallyEquivalent	OriginalTextGerman	AdversarialText	AdversarialExample	RowIndex
wmt21	Swap	Les détails de ces nouvelles dépenses seront présentées début août devant le parlement de la 3e économie de la zone euro.	Swap: 'August' with 'Oktober'	TIME	PROPN	0	Die Einzelheiten zu diesen neuen Ausgaben werden dem Parlament der drittgrößten Volkswirtschaft der Eurozone Anfang August vorgelegt.	Die Einzelheiten zu diesen neuen Ausgaben werden dem Parlament der drittgrößten Volkswirtschaft der Eurozone Anfang Oktober vorgelegt.	de_adv3	16
wmt21	Swap	Les détails de ces nouvelles dépenses seront présentées début août devant le parlement de la 3e économie de la zone euro.	Swap: 'Parlament' with 'Präsidenten'		NOUN	0	Die Einzelheiten zu diesen neuen Ausgaben werden dem Parlament der drittgrößten Volkswirtschaft der Eurozone Anfang August vorgelegt.	Die Einzelheiten zu diesen neuen Ausgaben werden dem Präsidenten der drittgrößten Volkswirtschaft der Eurozone Anfang August vorgelegt.	de_adv4	16
wmt21	Swap	25 témoignages de personnalités qui ont été confrontées à une crise et ont su rebondir enrichissent le récit.	Swap: 'wieder' with 'nie'		ADV	0	"25 Erfahrungsberichte von Personen, die mit einer Krise konfrontiert waren und sich wieder erholen konnten, bereichern die Erzählung."	"25 Erfahrungsberichte von Personen, die mit einer Krise konfrontiert waren und sich nie erholen konnten, bereichern die Erzählung."	de_adv1	21
wmt21	Swap	25 témoignages de personnalités qui ont été confrontées à une crise et ont su rebondir enrichissent le récit.	Swap: 'und' with 'aber'		CCONJ	0	"25 Erfahrungsberichte von Personen, die mit einer Krise konfrontiert waren und sich wieder erholen konnten, bereichern die Erzählung."	"25 Erfahrungsberichte von Personen, die mit einer Krise konfrontiert waren aber sich wieder erholen konnten, bereichern die Erzählung."	de_adv2	21
wmt21	Swap	25 témoignages de personnalités qui ont été confrontées à une crise et ont su rebondir enrichissent le récit.	Swap: 'Krise' with 'Katastrophe'		NOUN	0	"25 Erfahrungsberichte von Personen, die mit einer Krise konfrontiert waren und sich wieder erholen konnten, bereichern die Erzählung."	"25 Erfahrungsberichte von Personen, die mit einer Katastrophe konfrontiert waren und sich wieder erholen konnten, bereichern die Erzählung."	de_adv3	21
wmt21	Swap	25 témoignages de personnalités qui ont été confrontées à une crise et ont su rebondir enrichissent le récit.	Swap: 'waren' with 'haben'		AUX	0	"25 Erfahrungsberichte von Personen, die mit einer Krise konfrontiert waren und sich wieder erholen konnten, bereichern die Erzählung."	"25 Erfahrungsberichte von Personen, die mit einer Krise konfrontiert haben und sich wieder erholen konnten, bereichern die Erzählung."	de_adv4	21
wmt21	Swap	Il a restructuré en 2012 le groupe agroalimentaire breton Doux-Père Dodu.	Swap: 'restrukturierte' with 'reorganisierte'		VERB	1	Im Jahr 2012 restrukturierte er den bretonischen Lebensmittelkonzern Doux-Père Dodu.	Im Jahr 2012 reorganisierte er den bretonischen Lebensmittelkonzern Doux-Père Dodu.	de_adv1	27
wmt21	Swap	Il a restructuré en 2012 le groupe agroalimentaire breton Doux-Père Dodu.	Swap: 'restrukturierte' with 'revitalisierte'		VERB	0	Im Jahr 2012 restrukturierte er den bretonischen Lebensmittelkonzern Doux-Père Dodu.	Im Jahr 2012 revitalisierte er den bretonischen Lebensmittelkonzern Doux-Père Dodu.	de_adv2	27
wmt21	Swap	Il a restructuré en 2012 le groupe agroalimentaire breton Doux-Père Dodu.	Swap: 'restrukturierte' with 'revolutionierte'		VERB	0	Im Jahr 2012 restrukturierte er den bretonischen Lebensmittelkonzern Doux-Père Dodu.	Im Jahr 2012 revolutionierte er den bretonischen Lebensmittelkonzern Doux-Père Dodu.	de_adv3	27
wmt21	Swap	Il a restructuré en 2012 le groupe agroalimentaire breton Doux-Père Dodu.	Swap: 'restrukturierte' with 'rekapitalisierte'		VERB	0	Im Jahr 2012 restrukturierte er den bretonischen Lebensmittelkonzern Doux-Père Dodu.	Im Jahr 2012 rekapitalisierte er den bretonischen Lebensmittelkonzern Doux-Père Dodu.	de_adv4	27
wmt21	Swap	"Il a fondé son cabinet de gestion de crises en 2001 à Paris, et en 2014 à Londres (Marion&Partners Ltd)."	Swap: 'gründete' with 'schloss'		VERB	0	Er gründete seine Krisenmanagementfirma 2001 in Paris und 2014 in London (Marion&Partners Ltd).	Er schloss seine Krisenmanagementfirma 2001 in Paris und 2014 in London (Marion&Partners Ltd).	de_adv3	30
wmt21	Swap	"Il a fondé son cabinet de gestion de crises en 2001 à Paris, et en 2014 à Londres (Marion&Partners Ltd)."	Swap: 'gründete' with 'besuchte'		VERB	0	Er gründete seine Krisenmanagementfirma 2001 in Paris und 2014 in London (Marion&Partners Ltd).	Er besuchte seine Krisenmanagementfirma 2001 in Paris und 2014 in London (Marion&Partners Ltd).	de_adv4	30
wmt21	Swap	Il est membre de l'ARE (Association pour le Retournement des Entreprises).	Swap: 'Mitglied' with 'Leiter'		NOUN	0	Er ist Mitglied der ARE (Association pour le Retournement des Entreprises).	Er ist Leiter der ARE (Association pour le Retournement des Entreprises).	de_adv1	32
wmt21	Swap	Il est membre de l'ARE (Association pour le Retournement des Entreprises).	Swap: 'Mitglied' with 'Kritiker'		NOUN	0	Er ist Mitglied der ARE (Association pour le Retournement des Entreprises).	Er ist Kritiker der ARE (Association pour le Retournement des Entreprises).	de_adv2	32
wmt21	Swap	Il est membre de l'ARE (Association pour le Retournement des Entreprises).	Swap: 'ist' with 'war'		VERB	0	Er ist Mitglied der ARE (Association pour le Retournement des Entreprises).	Er war Mitglied der ARE (Association pour le Retournement des Entreprises).	de_adv3	32
wmt21	Swap	Il est membre de l'ARE (Association pour le Retournement des Entreprises).	Swap: 'ist' with 'wird'		VERB	0	Er ist Mitglied der ARE (Association pour le Retournement des Entreprises).	Er wird Mitglied der ARE (Association pour le Retournement des Entreprises).	de_adv4	32
wmt21	Swap	"Dans ce sens, le parti appelle à accélérer le rythme de réalisation et suivi des chantiers ouverts et prioritaires."	Swap: 'fordert' with 'kritisiert'		VERB	0	In diesem Sinne fordert die Partei eine Beschleunigung der Umsetzung und Überwachung von offenen und vorrangigen Projekten.	In diesem Sinne kritisiert die Partei eine Beschleunigung der Umsetzung und Überwachung von offenen und vorrangigen Projekten.	de_adv3	55
wmt21	Swap	"Le bureau a passé en revue le contenu du mémorandum du parti, concernant les lois électorales ."	Swap: 'überprüfte' with 'zensierte'		VERB	0	Das Büro überprüfte den Inhalt des Memorandums der Partei in Bezug auf die Wahlgesetze.	Das Büro zensierte den Inhalt des Memorandums der Partei in Bezug auf die Wahlgesetze.	de_adv2	57
wmt21	Swap	"Le bureau a passé en revue le contenu du mémorandum du parti, concernant les lois électorales ."	Swap: 'überprüfte' with 'veröffentlichte'		VERB	0	Das Büro überprüfte den Inhalt des Memorandums der Partei in Bezug auf die Wahlgesetze.	Das Büro veröffentlichte den Inhalt des Memorandums der Partei in Bezug auf die Wahlgesetze.	de_adv4	57
wmt21	Swap	"Par ailleurs, le programme 100 jours, 100 villes, sous son format numérique, était à l'ordre du jour."	Swap: 'Tagesordnung' with 'Speisekarte'		NOUN	0	"Darüber hinaus stand das Programm „100 Tage, 100 Städte“ in seiner digitalen Form auf der Tagesordnung."	"Darüber hinaus stand das Programm „100 Tage, 100 Städte“ in seiner digitalen Form auf der Speisekarte."	de_adv4	59
wmt21	Swap	UNIS avait reconnu avoir versé près de 300 000 dollars (189 000 euros) à la mère et au frère de M. Trudeau pour des prises de parole ces dernières années.	Swap: 'Redeauftritte' with 'Beratungen'		NOUN	0	"UNIS hatte zugegeben, in den letzten Jahren fast 300.000 Dollar (189.000 Euro) für Redeauftritte an die Mutter und den Bruder von Herrn Trudeau gezahlt zu haben."	"UNIS hatte zugegeben, in den letzten Jahren fast 300.000 Dollar (189.000 Euro) für Beratungen an die Mutter und den Bruder von Herrn Trudeau gezahlt zu haben."	de_adv3	68
wmt21	Swap	UNIS avait reconnu avoir versé près de 300 000 dollars (189 000 euros) à la mère et au frère de M. Trudeau pour des prises de parole ces dernières années.	Swap: 'fast' with 'nur'		ADV	0	"UNIS hatte zugegeben, in den letzten Jahren fast 300.000 Dollar (189.000 Euro) für Redeauftritte an die Mutter und den Bruder von Herrn Trudeau gezahlt zu haben."	"UNIS hatte zugegeben, in den letzten Jahren nur 300.000 Dollar (189.000 Euro) für Redeauftritte an die Mutter und den Bruder von Herrn Trudeau gezahlt zu haben."	de_adv4	68
wmt21	Swap	"Les amendes administratives atteindront désormais 75.000 euros pour les personnes physiques et 375.000 euros pour les entreprises, contre 3.000 et 15.000 euros actuellement."	Swap: 'Bußgelder' with 'Steuersätze'		NOUN	0	"Die Bußgelder werden nun 75.000 Euro für Einzelpersonen und 375.000 Euro für Unternehmen betragen, im Vergleich zu derzeit 3.000 und 15.000 Euro."	"Die Steuersätze werden nun 75.000 Euro für Einzelpersonen und 375.000 Euro für Unternehmen betragen, im Vergleich zu derzeit 3.000 und 15.000 Euro."	de_adv1	82
wmt21	Swap	"Au nom du gouvernement, la ministre déléguée à l'Industrie Agnès Pannier-Runacher avait vanté ""une position équilibrée""."	Swap: 'Position“' with 'Ernährung“'		NOUN	0	Im Namen der Regierung lobte die Industrieministerin Agnès Pannier-Runacher „eine ausgewogene Position“.	Im Namen der Regierung lobte die Industrieministerin Agnès Pannier-Runacher „eine ausgewogene Ernährung“.	de_adv1	87
wmt21	Swap	"Au nom du gouvernement, la ministre déléguée à l'Industrie Agnès Pannier-Runacher avait vanté ""une position équilibrée""."	Swap: 'lobte' with 'übermittelte'		VERB	0	Im Namen der Regierung lobte die Industrieministerin Agnès Pannier-Runacher „eine ausgewogene Position“.	Im Namen der Regierung übermittelte die Industrieministerin Agnès Pannier-Runacher „eine ausgewogene Position“.	de_adv2	87
wmt21	Swap	"Au nom du gouvernement, la ministre déléguée à l'Industrie Agnès Pannier-Runacher avait vanté ""une position équilibrée""."	Swap: 'lobte' with 'beurteilte'		VERB	0	Im Namen der Regierung lobte die Industrieministerin Agnès Pannier-Runacher „eine ausgewogene Position“.	Im Namen der Regierung beurteilte die Industrieministerin Agnès Pannier-Runacher „eine ausgewogene Position“.	de_adv4	87
wmt21	Swap	Les investissements publics ne suffiront pas à la relance.	Swap: 'öffentlichen' with 'privaten'		ADJ	0	Die öffentlichen Investitionen werden für die Erholung nicht ausreichen.	Die privaten Investitionen werden für die Erholung nicht ausreichen.	de_adv1	101
wmt21	Swap	Les investissements publics ne suffiront pas à la relance.	Swap: 'Erholung' with 'Renovierung'		NOUN	0	Die öffentlichen Investitionen werden für die Erholung nicht ausreichen.	Die öffentlichen Investitionen werden für die Renovierung nicht ausreichen.	de_adv2	101
wmt21	Swap	Les investissements publics ne suffiront pas à la relance.	Swap: 'Investitionen' with 'Interventionen'		NOUN	0	Die öffentlichen Investitionen werden für die Erholung nicht ausreichen.	Die öffentlichen Interventionen werden für die Erholung nicht ausreichen.	de_adv3	101
wmt21	Swap	Les investissements publics ne suffiront pas à la relance.	Swap: 'nicht' with 'schon'		PART	0	Die öffentlichen Investitionen werden für die Erholung nicht ausreichen.	Die öffentlichen Investitionen werden für die Erholung schon ausreichen.	de_adv4	101
wmt21	Swap	"Pour y associer les marchés de capitaux, la Commission européenne propose de modifier les règles des marchés financiers."	Swap: 'Regeln' with 'Normen'		NOUN	0	"Um die Kapitalmärkte einzubinden, schlägt die Europäische Kommission vor, die Regeln der Finanzmärkte zu ändern."	"Um die Kapitalmärkte einzubinden, schlägt die Europäische Kommission vor, die Normen der Finanzmärkte zu ändern."	de_adv4	102
wmt21	Swap	Le président Sebastian Piñera a promulgué le 24 juillet une réforme historique qui permet aux Chiliens le retrait anticipé de 10% de leurs fonds de retraite privés pour faire face à la crise économique entraînée par la pandémie de Covid-19.	Swap: 'Rentenfonds' with 'Ersparnisse'		NOUN	0	"Präsident Sebastian Piñera verkündete am 24. Juli eine historische Reform, die es den Chilenen erlaubt, 10 % ihrer privaten Rentenfonds vorzeitig zu entnehmen, um die durch die Covid-19-Pandemie verursachte Wirtschaftskrise zu bewältigen."	"Präsident Sebastian Piñera verkündete am 24. Juli eine historische Reform, die es den Chilenen erlaubt, 10 % ihrer privaten Ersparnisse vorzeitig zu entnehmen, um die durch die Covid-19-Pandemie verursachte Wirtschaftskrise zu bewältigen."	de_adv2	123
wmt21	Swap	Le président Sebastian Piñera a promulgué le 24 juillet une réforme historique qui permet aux Chiliens le retrait anticipé de 10% de leurs fonds de retraite privés pour faire face à la crise économique entraînée par la pandémie de Covid-19.	Swap: 'Juli' with 'August'	TIME	PROPN	0	"Präsident Sebastian Piñera verkündete am 24. Juli eine historische Reform, die es den Chilenen erlaubt, 10 % ihrer privaten Rentenfonds vorzeitig zu entnehmen, um die durch die Covid-19-Pandemie verursachte Wirtschaftskrise zu bewältigen."	"Präsident Sebastian Piñera verkündete am 24. August eine historische Reform, die es den Chilenen erlaubt, 10 % ihrer privaten Rentenfonds vorzeitig zu entnehmen, um die durch die Covid-19-Pandemie verursachte Wirtschaftskrise zu bewältigen."	de_adv4	123
wmt21	Swap	"Son indice vedette, le Dow Jones Industrial Average, a reculé de 0,68% à 26.469,89 points."	Swap: 'fiel' with 'stieg'		VERB	0	"Ihr Leitindex, der Dow Jones Industrial Average, fiel um 0,68 % auf 26.469,89 Punkte."	"Ihr Leitindex, der Dow Jones Industrial Average, stieg um 0,68 % auf 26.469,89 Punkte."	de_adv1	134
wmt21	Swap	"Son indice vedette, le Dow Jones Industrial Average, a reculé de 0,68% à 26.469,89 points."	"Swap: '26.469,89' with '28.469,89'"		NUM	0	"Ihr Leitindex, der Dow Jones Industrial Average, fiel um 0,68 % auf 26.469,89 Punkte."	"Ihr Leitindex, der Dow Jones Industrial Average, fiel um 0,68 % auf 28.469,89 Punkte."	de_adv2	134
wmt21	Swap	"Son indice vedette, le Dow Jones Industrial Average, a reculé de 0,68% à 26.469,89 points."	"Swap: '0,68' with '1,68'"		NUM	0	"Ihr Leitindex, der Dow Jones Industrial Average, fiel um 0,68 % auf 26.469,89 Punkte."	"Ihr Leitindex, der Dow Jones Industrial Average, fiel um 1,68 % auf 26.469,89 Punkte."	de_adv4	134
wmt21	Swap	"Le Nasdaq, à forte coloration technologique, a lâché 0,94% à 10.363,18 points."	Swap: 'fiel' with 'sprang'		VERB	0	"Der technologielastige Nasdaq fiel um 0,94 % auf 10.363,18 Punkte."	"Der technologielastige Nasdaq sprang um 0,94 % auf 10.363,18 Punkte."	de_adv4	135
wmt21	Swap	"L'indice élargi S&P 500 a perdu 0,62% à 3.215,63 points."	Swap: 'fiel' with 'wuchs'		VERB	0	"Der breiter gefasste S&P 500 Index fiel um 0,62 % auf 3.215,63 Punkte."	"Der breiter gefasste S&P 500 Index wuchs um 0,62 % auf 3.215,63 Punkte."	de_adv2	136
wmt21	Swap	"L'indice élargi S&P 500 a perdu 0,62% à 3.215,63 points."	Swap: 'fiel' with 'sank'		VERB	1	"Der breiter gefasste S&P 500 Index fiel um 0,62 % auf 3.215,63 Punkte."	"Der breiter gefasste S&P 500 Index sank um 0,62 % auf 3.215,63 Punkte."	de_adv4	136
wmt21	Swap	"Après avoir atteint des sommets en Bourse ces dernières semaines, de nombreuses entreprises technologiques sont à la peine depuis plusieurs séances."	Swap: 'Höchststände' with 'Tiefststände'		NOUN	0	"Nachdem sie in den letzten Wochen Höchststände an der Börse erreicht hatten, haben viele Technologieunternehmen seit einigen Sitzungen zu kämpfen."	"Nachdem sie in den letzten Wochen Tiefststände an der Börse erreicht hatten, haben viele Technologieunternehmen seit einigen Sitzungen zu kämpfen."	de_adv1	137
wmt21	Swap	"Après avoir atteint des sommets en Bourse ces dernières semaines, de nombreuses entreprises technologiques sont à la peine depuis plusieurs séances."	Swap: 'Nachdem' with 'Obwohl'		SCONJ	0	"Nachdem sie in den letzten Wochen Höchststände an der Börse erreicht hatten, haben viele Technologieunternehmen seit einigen Sitzungen zu kämpfen."	"Obwohl sie in den letzten Wochen Höchststände an der Börse erreicht hatten, haben viele Technologieunternehmen seit einigen Sitzungen zu kämpfen."	de_adv2	137
wmt21	Swap	"Après avoir atteint des sommets en Bourse ces dernières semaines, de nombreuses entreprises technologiques sont à la peine depuis plusieurs séances."	Swap: 'haben' with 'hatten'		AUX	0	"Nachdem sie in den letzten Wochen Höchststände an der Börse erreicht hatten, haben viele Technologieunternehmen seit einigen Sitzungen zu kämpfen."	"Nachdem sie in den letzten Wochen Höchststände an der Börse erreicht hatten, hatten viele Technologieunternehmen seit einigen Sitzungen zu kämpfen."	de_adv3	137
